"";"exercicio";"instituicao";"cod_ibge";"uf";"anexo";"rotulo";"coluna";"cod_conta";"conta";"valor";"populacao";"cod_interno"
"138";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"23.695 - Turismo";1363619957,64;8569324;"23.695"
"139";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"23.122 - Administração Geral";108273425,57;8569324;"23.122"
"140";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"FU23 - Demais Subfunções";17599056,45;8569324;"FU23"
"141";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"24 - Comunicações";1220499173,64;8569324;"24"
"142";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"24.722 - Telecomunicações";98666159,9;8569324;"24.722"
"143";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"24.122 - Administração Geral";813741380,9;8569324;"24.122"
"144";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"FU24 - Demais Subfunções";308091632,84;8569324;"FU24"
"145";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"25 - Energia";1893095526,11;8569324;"25"
"146";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"25.752 - Energia Elétrica";912896414,4;8569324;"25.752"
"147";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"25.753 - Combustíveis Minerais";122475191,32;8569324;"25.753"
"148";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"25.754 - Biocombustíveis";21658715;8569324;"25.754"
"149";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"25.122 - Administração Geral";680479267,69;8569324;"25.122"
"150";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"FU25 - Demais Subfunções";155585937,7;8569324;"FU25"
"151";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"26 - Transporte";14874415700,81;8569324;"26"
"152";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"26.781 - Transporte Aéreo";176877293,12;8569324;"26.781"
"153";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"26.782 - Transporte Rodoviário";7050124349,94;8569324;"26.782"
"154";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"26.783 - Transporte Ferroviário";587452458,86;8569324;"26.783"
"155";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"26.784 - Transporte Hidroviário";650807477,85;8569324;"26.784"
"156";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"26.122 - Administração Geral";2255996760,65;8569324;"26.122"
"157";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"FU26 - Demais Subfunções";4153157360,39;8569324;"FU26"
"158";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"27 - Desporto e Lazer";1236616298,46;8569324;"27"
"159";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"27.811 - Desporto de Rendimento";194117540,91;8569324;"27.811"
"160";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"27.812 - Desporto Comunitário";874535815,18;8569324;"27.812"
"161";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"27.122 - Administração Geral";145281608,36;8569324;"27.122"
"162";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"FU27 - Demais Subfunções";22681334,01;8569324;"FU27"
"163";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28 - Encargos Especiais";1417220128635,61;8569324;"28"
"164";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28.841 - Refinanciamento da Dívida Interna";443069948271,2;8569324;"28.841"
"165";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28.842 - Refinanciamento da Dívida Externa";553040327,63;8569324;"28.842"
"166";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28.843 - Serviço da Dívida Interna";529138715304,68;8569324;"28.843"
"167";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28.844 - Serviço da Dívida Externa";11201829981,93;8569324;"28.844"
"168";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28.845 - Outras Transferências";214327922895,61;8569324;"28.845"
"169";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28.846 - Outros Encargos Especiais";167838818652,45;8569324;"28.846"
"170";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"28.847 - Transferências para a Educação Básica";51083609893,97;8569324;"28.847"
"171";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"FU28 - Demais Subfunções";6243308,14;8569324;"FU28"
"172";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Empenhadas";"TotalDespesas";"Despesas Intraorçamentárias";43357393890,74;8569324;"TotalDespesas"
"173";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"Despesas Exceto Intraorçamentárias";2638948651939,42;8569324;"TotalDespesas"
"174";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"01 - Legislativa";6373809191,29;8569324;"01"
"175";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"01.031 - Ação Legislativa";784939509,66;8569324;"01.031"
"176";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"01.032 - Controle Externo";157822954,07;8569324;"01.032"
"177";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"01.122 - Administração Geral";4653697737,47;8569324;"01.122"
"178";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU01 - Demais Subfunções";777348990,09;8569324;"FU01"
"179";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"02 - Judiciária";31068724689,55;8569324;"02"
"180";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"02.061 - Ação Judiciária";2714005509,53;8569324;"02.061"
"181";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"02.122 - Administração Geral";25682466531,86;8569324;"02.122"
"182";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU02 - Demais Subfunções";2672252648,16;8569324;"FU02"
"183";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"03 - Essencial à Justiça";6040086451,81;8569324;"03"
"184";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"03.092 - Representação Judicial e Extrajudicial";348503627,82;8569324;"03.092"
"185";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"03.122 - Administração Geral";4287376011,51;8569324;"03.122"
"186";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU03 - Demais Subfunções";1404206812,48;8569324;"FU03"
"187";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04 - Administração";25988285093,73;8569324;"04"
"188";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.121 - Planejamento e Orçamento";297015494,52;8569324;"04.121"
"189";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.122 - Administração Geral";20487769519,4;8569324;"04.122"
"190";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.123 - Administração Financeira";26718381,75;8569324;"04.123"
"191";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.124 - Controle Interno";67071920,71;8569324;"04.124"
"192";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.125 - Normatização e Fiscalização";92618188,54;8569324;"04.125"
"193";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.126 - Tecnologia da Informação";1686244802,86;8569324;"04.126"
"194";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.127 - Ordenamento Territorial";42891441,2;8569324;"04.127"
"195";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.128 - Formação de Recursos Humanos";10506539,94;8569324;"04.128"
"196";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.129 - Administração de Receitas";292785703,28;8569324;"04.129"
"197";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"04.131 - Comunicação Social";177567054,93;8569324;"04.131"
"198";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU04 - Demais Subfunções";2807096046,6;8569324;"FU04"
"199";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"05 - Defesa Nacional";71058688769,37;8569324;"05"
"200";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"05.151 - Defesa Área";4524598193,18;8569324;"05.151"
"201";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"05.152 - Defesa Naval";5336921202,43;8569324;"05.152"
"202";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"05.153 - Defesa Terrestre";1502710762,96;8569324;"05.153"
"203";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"05.122 - Administração Geral";52437835557,2;8569324;"05.122"
"204";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU05 - Demais Subfunções";7256623053,6;8569324;"FU05"
"205";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"06 - Segurança Pública";8216445604,58;8569324;"06"
"206";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"06.181 - Policiamento";967039730,44;8569324;"06.181"
"207";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"06.182 - Defesa Civil";721134641,35;8569324;"06.182"
"208";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"06.183 - Informação e Inteligência";65940991,62;8569324;"06.183"
"209";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"06.122 - Administração Geral";6134996171,88;8569324;"06.122"
"210";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU06 - Demais Subfunções";327334069,29;8569324;"FU06"
"211";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"07 - Relações Exteriores";3002067227,2;8569324;"07"
"212";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"07.211 - Relações Diplomáticas";858102126,24;8569324;"07.211"
"213";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"07.212 - Cooperação Internacional";27158980,82;8569324;"07.212"
"214";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"07.122 - Administração Geral";1457313912,22;8569324;"07.122"
"215";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU07 - Demais Subfunções";659492207,92;8569324;"FU07"
"216";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"08 - Assistência Social";87977145705,18;8569324;"08"
"217";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"08.241 - Assistência ao Idoso";23944410208,25;8569324;"08.241"
"218";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"08.242 - Assistência ao Portador de Deficiência";31219566958,64;8569324;"08.242"
"219";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"08.243 - Assistência à Criança e ao Adolescente";214590978,18;8569324;"08.243"
"220";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"08.244 - Assistência Comunitária";31672353164,5;8569324;"08.244"
"221";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"08.122 - Administração Geral";206157666,42;8569324;"08.122"
"222";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU08 - Demais Subfunções";720066729,19;8569324;"FU08"
"223";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"09 - Previdência Social";681663707485,86;8569324;"09"
"224";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"09.271 - Previdência Básica";573662685838,19;8569324;"09.271"
"225";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"09.272 - Previdência do Regime Estatutário";100725350549,37;8569324;"09.272"
"226";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"09.273 - Previdência Complementar";801683,99;8569324;"09.273"
"227";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"09.274 - Previdência Especial";130746350,71;8569324;"09.274"
"228";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"09.122 - Administração Geral";4819496875,24;8569324;"09.122"
"229";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU09 - Demais Subfunções";2324626188,36;8569324;"FU09"
"230";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10 - Saúde";107759496525,77;8569324;"10"
"231";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10.301 - Atenção Básica";20218498793,32;8569324;"10.301"
"232";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10.302 - Assistência Hospitalar e Ambulatorial";50437002712,07;8569324;"10.302"
"233";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10.303 - Suporte Profilático e Terapêutico";11307977829,7;8569324;"10.303"
"234";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10.304 - Vigilância Sanitária";313993158,44;8569324;"10.304"
"235";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10.305 - Vigilância Epidemiológica";5268308521,02;8569324;"10.305"
"236";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10.306 - Alimentação e Nutrição";33873063,64;8569324;"10.306"
"237";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"10.122 - Administração Geral";15012634104,68;8569324;"10.122"
"238";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU10 - Demais Subfunções";5167208342,9;8569324;"FU10"
"239";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"11 - Trabalho";70861224352,32;8569324;"11"
"240";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"11.331 - Proteção e Benefícios ao Trabalhador";53220833340,27;8569324;"11.331"
"241";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"11.332 - Relações de Trabalho";1265033,98;8569324;"11.332"
"242";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"11.333 - Empregabilidade";18372586,66;8569324;"11.333"
"243";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"11.334 - Fomento ao Trabalho";17220070970,51;8569324;"11.334"
"244";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"11.122 - Administração Geral";260026693,71;8569324;"11.122"
"245";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU11 - Demais Subfunções";140655727,19;8569324;"FU11"
"246";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"12 - Educação";90927793133,5;8569324;"12"
"247";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"12.363 - Ensino Profissional";11162162757,03;8569324;"12.363"
"248";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"12.364 - Ensino Superior";31087227249,79;8569324;"12.364"
"249";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"12.365 - Educação Infantil";78822447,35;8569324;"12.365"
"250";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"12.366 - Educação de Jovens e Adultos";53006300,45;8569324;"12.366"
"251";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"12.368 - Educação Básica";4549835090,94;8569324;"12.368"
"252";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"12.122 - Administração Geral";895344849,47;8569324;"12.122"
"253";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU12 - Demais Subfunções";43101394438,47;8569324;"FU12"
"254";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"13 - Cultura";960169632,36;8569324;"13"
"255";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";111974343,41;8569324;"13.391"
"256";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"13.392 - Difusão Cultural";201991497,3;8569324;"13.392"
"257";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"13.122 - Administração Geral";603204464,82;8569324;"13.122"
"258";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU13 - Demais Subfunções";42999326,83;8569324;"FU13"
"259";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"14 - Direitos da Cidadania";929735748,68;8569324;"14"
"260";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"14.421 - Custódia e Reintegração Social";269393492,46;8569324;"14.421"
"261";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"14.422 - Direitos Individuais, Coletivos e Difusos";135218447,41;8569324;"14.422"
"262";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"14.423 - Assistência aos Povos Indígenas";15799668,45;8569324;"14.423"
"263";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"14.122 - Administração Geral";353588041,37;8569324;"14.122"
"264";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU14 - Demais Subfunções";155736098,99;8569324;"FU14"
"265";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"15 - Urbanismo";1648091342,91;8569324;"15"
"266";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"15.451 - Infraestrutura Urbana";44687519,15;8569324;"15.451"
"267";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"15.452 - Serviços Urbanos";90935602,5;8569324;"15.452"
"268";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"15.453 - Transportes Coletivos Urbanos";463343704,03;8569324;"15.453"
"269";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"15.122 - Administração Geral";827492325,71;8569324;"15.122"
"270";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU15 - Demais Subfunções";221632191,52;8569324;"FU15"
"271";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"16 - Habitação";5675724,39;8569324;"16"
"272";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"16.482 - Habitação Urbana";988086,06;8569324;"16.482"
"273";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU16 - Demais Subfunções";4687638,33;8569324;"FU16"
"274";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17 - Saneamento";558626264,47;8569324;"17"
"275";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"17.512 - Saneamento Básico Urbano";558626264,47;8569324;"17.512"
