"";"exercicio";"demonstrativo";"periodo";"periodicidade";"instituicao";"cod_ibge";"uf";"populacao";"anexo";"rotulo";"coluna";"cod_conta";"conta";"valor"
"142";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ServicosEAtividadesReferentesANavegacaoEAoTransporte";"Serviços e Atividades Referentes à Navegação e ao Transporte";2832047055
"143";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ServicosEAtividadesReferentesANavegacaoEAoTransporte";"Serviços e Atividades Referentes à Navegação e ao Transporte";358711123
"144";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"ServicosEAtividadesReferentesANavegacaoEAoTransporte";"Serviços e Atividades Referentes à Navegação e ao Transporte";12,67
"145";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ServicosEAtividadesReferentesANavegacaoEAoTransporte";"Serviços e Atividades Referentes à Navegação e ao Transporte";358711124
"146";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"ServicosEAtividadesReferentesANavegacaoEAoTransporte";"Serviços e Atividades Referentes à Navegação e ao Transporte";12,67
"147";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ServicosEAtividadesReferentesANavegacaoEAoTransporte";"Serviços e Atividades Referentes à Navegação e ao Transporte";2473335931
"148";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ServicosEAtividadesReferentesASaude";"Serviços e Atividades Referentes à Saúde";1739219192
"149";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ServicosEAtividadesReferentesASaude";"Serviços e Atividades Referentes à Saúde";1739219192
"150";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ServicosEAtividadesReferentesASaude";"Serviços e Atividades Referentes à Saúde";266418677
"151";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"ServicosEAtividadesReferentesASaude";"Serviços e Atividades Referentes à Saúde";15,32
"152";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ServicosEAtividadesReferentesASaude";"Serviços e Atividades Referentes à Saúde";266418677
"153";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"ServicosEAtividadesReferentesASaude";"Serviços e Atividades Referentes à Saúde";15,32
"154";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ServicosEAtividadesReferentesASaude";"Serviços e Atividades Referentes à Saúde";1472800515
"155";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ServicosEAtividadesFinanceiras";"Serviços e Atividades Financeiras";28159246330
"156";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ServicosEAtividadesFinanceiras";"Serviços e Atividades Financeiras";28159246330
"157";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ServicosEAtividadesFinanceiras";"Serviços e Atividades Financeiras";8024969876
"158";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"ServicosEAtividadesFinanceiras";"Serviços e Atividades Financeiras";28,5
"159";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ServicosEAtividadesFinanceiras";"Serviços e Atividades Financeiras";8024969877
"160";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"ServicosEAtividadesFinanceiras";"Serviços e Atividades Financeiras";28,5
"161";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ServicosEAtividadesFinanceiras";"Serviços e Atividades Financeiras";20134276453
"162";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OutrosServicos";"Outros Serviços";32853992
"163";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OutrosServicos";"Outros Serviços";32853992
"164";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OutrosServicos";"Outros Serviços";4217211
"165";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OutrosServicos";"Outros Serviços";12,84
"166";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OutrosServicos";"Outros Serviços";4217211
"167";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OutrosServicos";"Outros Serviços";12,84
"168";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OutrosServicos";"Outros Serviços";28636781
"169";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"TransferenciasCorrentes";"TRANSFERÊNCIAS CORRENTES";1365819427
"170";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"TransferenciasCorrentes";"TRANSFERÊNCIAS CORRENTES";1365819427
"171";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"TransferenciasCorrentes";"TRANSFERÊNCIAS CORRENTES";159962980
"172";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"TransferenciasCorrentes";"TRANSFERÊNCIAS CORRENTES";11,71
"173";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"TransferenciasCorrentes";"TRANSFERÊNCIAS CORRENTES";159962980
"174";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"TransferenciasCorrentes";"TRANSFERÊNCIAS CORRENTES";11,71
"175";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"TransferenciasCorrentes";"TRANSFERÊNCIAS CORRENTES";1205856447
"176";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ReceitasCorrentesAClassificar";"RECEITAS CORRENTES A CLASSIFICAR";122291810
"177";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ReceitasCorrentesAClassificar";"RECEITAS CORRENTES A CLASSIFICAR";122291810
"178";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ReceitasCorrentesAClassificar";"RECEITAS CORRENTES A CLASSIFICAR";-122291810
"179";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OutrasReceitasCorrentes";"OUTRAS RECEITAS CORRENTES";27706054328
"180";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OutrasReceitasCorrentes";"OUTRAS RECEITAS CORRENTES";27706054328
"181";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OutrasReceitasCorrentes";"OUTRAS RECEITAS CORRENTES";16457349020,1
"182";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OutrasReceitasCorrentes";"OUTRAS RECEITAS CORRENTES";59,4
"183";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OutrasReceitasCorrentes";"OUTRAS RECEITAS CORRENTES";16457349020
"184";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OutrasReceitasCorrentes";"OUTRAS RECEITAS CORRENTES";59,4
"185";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OutrasReceitasCorrentes";"OUTRAS RECEITAS CORRENTES";11248705308
"186";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"MultasEJurosDeMora";"Multas Administrativas, Contratuais e Judiciais";12838359992
"187";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"MultasEJurosDeMora";"Multas Administrativas, Contratuais e Judiciais";12838359992
"188";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"MultasEJurosDeMora";"Multas Administrativas, Contratuais e Judiciais";1007254388,68
"189";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"MultasEJurosDeMora";"Multas Administrativas, Contratuais e Judiciais";7,85
"190";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"MultasEJurosDeMora";"Multas Administrativas, Contratuais e Judiciais";1007254389
"191";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"MultasEJurosDeMora";"Multas Administrativas, Contratuais e Judiciais";7,85
"192";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"MultasEJurosDeMora";"Multas Administrativas, Contratuais e Judiciais";11831105603
"193";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"IndenizacoesERestituicoes";"Indenizações, Restituições e Ressarcimentos";5767317976
"194";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"IndenizacoesERestituicoes";"Indenizações, Restituições e Ressarcimentos";5767317976
"195";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"IndenizacoesERestituicoes";"Indenizações, Restituições e Ressarcimentos";860379593,44
"196";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"IndenizacoesERestituicoes";"Indenizações, Restituições e Ressarcimentos";14,92
"197";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"IndenizacoesERestituicoes";"Indenizações, Restituições e Ressarcimentos";860379593
"198";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"IndenizacoesERestituicoes";"Indenizações, Restituições e Ressarcimentos";14,92
"199";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"IndenizacoesERestituicoes";"Indenizações, Restituições e Ressarcimentos";4906938383
"200";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"BensDireitosEValoresIncorporadosAoPatrimonioPublico";"Bens, Direitos e Valores Incorporados ao Patrimônio Público";478466641
"201";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"BensDireitosEValoresIncorporadosAoPatrimonioPublico";"Bens, Direitos e Valores Incorporados ao Patrimônio Público";478466641
"202";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"BensDireitosEValoresIncorporadosAoPatrimonioPublico";"Bens, Direitos e Valores Incorporados ao Patrimônio Público";81250972,37
"203";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"BensDireitosEValoresIncorporadosAoPatrimonioPublico";"Bens, Direitos e Valores Incorporados ao Patrimônio Público";16,98
"204";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"BensDireitosEValoresIncorporadosAoPatrimonioPublico";"Bens, Direitos e Valores Incorporados ao Patrimônio Público";81250972
"205";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"BensDireitosEValoresIncorporadosAoPatrimonioPublico";"Bens, Direitos e Valores Incorporados ao Patrimônio Público";16,98
"206";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"BensDireitosEValoresIncorporadosAoPatrimonioPublico";"Bens, Direitos e Valores Incorporados ao Patrimônio Público";397215669
"207";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ReceitasCorrentesDiversas";"Demais Receitas Correntes";8621909719
"208";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ReceitasCorrentesDiversas";"Demais Receitas Correntes";8621909719
"209";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ReceitasCorrentesDiversas";"Demais Receitas Correntes";14508464065,61
"210";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"ReceitasCorrentesDiversas";"Demais Receitas Correntes";168,27
"211";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ReceitasCorrentesDiversas";"Demais Receitas Correntes";14508464066
"212";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"ReceitasCorrentesDiversas";"Demais Receitas Correntes";168,27
"213";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ReceitasCorrentesDiversas";"Demais Receitas Correntes";-5886554347
"214";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ReceitasDeCapital";"RECEITAS DE CAPITAL";981296040440
"215";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ReceitasDeCapital";"RECEITAS DE CAPITAL";981296040440
"216";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ReceitasDeCapital";"RECEITAS DE CAPITAL";138969471558,62
"217";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"ReceitasDeCapital";"RECEITAS DE CAPITAL";14,16
"218";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ReceitasDeCapital";"RECEITAS DE CAPITAL";138969471559
"219";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"ReceitasDeCapital";"RECEITAS DE CAPITAL";14,16
"220";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ReceitasDeCapital";"RECEITAS DE CAPITAL";842326568881
"221";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ReceitasDeOperacoesDeCredito";"OPERAÇÕES DE CRÉDITO";622711149733
"222";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ReceitasDeOperacoesDeCredito";"OPERAÇÕES DE CRÉDITO";622711149733
"223";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ReceitasDeOperacoesDeCredito";"OPERAÇÕES DE CRÉDITO";119213399667
"224";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"ReceitasDeOperacoesDeCredito";"OPERAÇÕES DE CRÉDITO";19,14
"225";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ReceitasDeOperacoesDeCredito";"OPERAÇÕES DE CRÉDITO";119213399667
"226";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"ReceitasDeOperacoesDeCredito";"OPERAÇÕES DE CRÉDITO";19,14
"227";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ReceitasDeOperacoesDeCredito";"OPERAÇÕES DE CRÉDITO";503497750066
"228";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OperacoesDeCreditoInternas";"Operações de Crédito - Mercado Interno";611479573133
"229";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OperacoesDeCreditoInternas";"Operações de Crédito - Mercado Interno";611479573133
"230";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OperacoesDeCreditoInternas";"Operações de Crédito - Mercado Interno";119202063075
"231";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OperacoesDeCreditoInternas";"Operações de Crédito - Mercado Interno";19,49
"232";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OperacoesDeCreditoInternas";"Operações de Crédito - Mercado Interno";119202063075
"233";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OperacoesDeCreditoInternas";"Operações de Crédito - Mercado Interno";19,49
"234";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OperacoesDeCreditoInternas";"Operações de Crédito - Mercado Interno";492277510058
"235";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OperacoesDeCreditoExternas";"Operações de Crédito - Mercado Externo";11231576600
"236";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OperacoesDeCreditoExternas";"Operações de Crédito - Mercado Externo";11231576600
"237";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OperacoesDeCreditoExternas";"Operações de Crédito - Mercado Externo";11336592
"238";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OperacoesDeCreditoExternas";"Operações de Crédito - Mercado Externo";0,1
"239";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OperacoesDeCreditoExternas";"Operações de Crédito - Mercado Externo";11336592
"240";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OperacoesDeCreditoExternas";"Operações de Crédito - Mercado Externo";0,1
"241";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OperacoesDeCreditoExternas";"Operações de Crédito - Mercado Externo";11220240008
"242";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"AlienacaoDeBens";"ALIENAÇÃO DE BENS";8074271083
"243";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"AlienacaoDeBens";"ALIENAÇÃO DE BENS";8074271083
"244";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"AlienacaoDeBens";"ALIENAÇÃO DE BENS";92121361,19
"245";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"AlienacaoDeBens";"ALIENAÇÃO DE BENS";1,14
"246";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"AlienacaoDeBens";"ALIENAÇÃO DE BENS";92121361
"247";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"AlienacaoDeBens";"ALIENAÇÃO DE BENS";1,14
"248";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"AlienacaoDeBens";"ALIENAÇÃO DE BENS";7982149722
"249";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"AlienacaoDeBensMoveis";"Alienação de Bens Móveis";1995235554
"250";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"AlienacaoDeBensMoveis";"Alienação de Bens Móveis";1995235554
"251";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"AlienacaoDeBensMoveis";"Alienação de Bens Móveis";79157093,42
"252";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"AlienacaoDeBensMoveis";"Alienação de Bens Móveis";3,97
"253";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"AlienacaoDeBensMoveis";"Alienação de Bens Móveis";79157093
"254";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"AlienacaoDeBensMoveis";"Alienação de Bens Móveis";3,97
"255";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"AlienacaoDeBensMoveis";"Alienação de Bens Móveis";1916078461
"256";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"AlienacaoDeBensImoveis";"Alienação de Bens Imóveis";1079035529
"257";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"AlienacaoDeBensImoveis";"Alienação de Bens Imóveis";1079035529
"258";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"AlienacaoDeBensImoveis";"Alienação de Bens Imóveis";12964267,77
"259";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"AlienacaoDeBensImoveis";"Alienação de Bens Imóveis";1,2
"260";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"AlienacaoDeBensImoveis";"Alienação de Bens Imóveis";12964268
"261";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"AlienacaoDeBensImoveis";"Alienação de Bens Imóveis";1,2
"262";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"AlienacaoDeBensImoveis";"Alienação de Bens Imóveis";1066071261
"263";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"AlienacaoDeBensIntangiveis";"Alienação de Bens Intangíveis";5e+09
"264";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"AlienacaoDeBensIntangiveis";"Alienação de Bens Intangíveis";5e+09
"265";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"AlienacaoDeBensIntangiveis";"Alienação de Bens Intangíveis";5e+09
"266";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"AmortizacoesDeEmprestimos";"AMORTIZAÇÕES DE EMPRÉSTIMOS";20726377928
"267";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"AmortizacoesDeEmprestimos";"AMORTIZAÇÕES DE EMPRÉSTIMOS";20726377928
"268";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"AmortizacoesDeEmprestimos";"AMORTIZAÇÕES DE EMPRÉSTIMOS";4862208572
"269";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"AmortizacoesDeEmprestimos";"AMORTIZAÇÕES DE EMPRÉSTIMOS";23,46
"270";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"AmortizacoesDeEmprestimos";"AMORTIZAÇÕES DE EMPRÉSTIMOS";4862208573
"271";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"AmortizacoesDeEmprestimos";"AMORTIZAÇÕES DE EMPRÉSTIMOS";23,46
"272";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"AmortizacoesDeEmprestimos";"AMORTIZAÇÕES DE EMPRÉSTIMOS";15864169355
"273";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"TransferenciasDeCapital";"TRANSFERÊNCIAS DE CAPITAL";222505661
"274";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"TransferenciasDeCapital";"TRANSFERÊNCIAS DE CAPITAL";222505661
"275";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"TransferenciasDeCapital";"TRANSFERÊNCIAS DE CAPITAL";191655
"276";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"TransferenciasDeCapital";"TRANSFERÊNCIAS DE CAPITAL";0,09
"277";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"TransferenciasDeCapital";"TRANSFERÊNCIAS DE CAPITAL";191655
"278";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"TransferenciasDeCapital";"TRANSFERÊNCIAS DE CAPITAL";0,09
"279";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"TransferenciasDeCapital";"TRANSFERÊNCIAS DE CAPITAL";222314006
